(as) mad as a hatter/a March hare	idm	သြက္သြက္လည္ေအာင္ရူးေသာ။
(as) nutty as a fruit cake	IDM	(ဗန္း ) ေပါက္သလားမေမးနဲ့ ။
(as)good as new	idm	အသစ္တမွ်ေကာင္းေသာ။ 
(be, look, etc) green/ pale about the gills	idm	ေၾကာက္ရံြ႔၍သို႔ဖ်ားနာ၍မ်က္ႏွာျဖဴဖပ္ျဖဴေရာ္ျဖစ္သည္။
(be) all ears	idm	(infml) သိပ္ၾကားသိခ်င္သည္။ နားစြင့္ထားသည္။
(be) in nmood for (doing) sth/ tdsth	idm	ဆႏၵမရိွ။ စိတ္မပါ။
(be) in the mood for (doing) sth/ tdsth	idm	ဆႏၵရိွသည္။
(be) made for sb/each other	idm	ေရွ႕သြားေနာက္လိုက္ညီသည္။ လိုက္ဖက္သည္။
(be) one's own master/mistress	idm	အေႏွာင္အတည္းကင္းလြတ္မႈ။ လြတ္လပ္မႈ။
(be) out on one's ear	idm	ဆဲြထုတ္သည္။ အတင္းထြက္ ေစသည္။
(be/feel) at (one's) ease	idm	ေအးေအးသက္သာ။ ျငိမ္းျငိမ္းခ်မ္းခ်မ္း။
(on) easy street	idm	(US) ေျဖာင့္ျဖဴးသာယာေသာ ဘဝ။
(put sth) in a nutshell	IDM	တိုတိုေျပာရလွ်င္။
(right) under sb's(very)nose	IDM	မ်က္စေအာက္မွာ ။ မ်က္စေအာက္မွာ ေျဗာင္က်က် ။
(stand) at ease	idm	(စစ္သားမ်ား) သက္သာ အေန အထား (ရပ္သည္)။
A	art	ပထမ အဂၤလိပ္အကၡရာ
a back-seat driver	idm	ယာဉ္ေမာင္း နားကပ္၍ဆရာလုပ္ေနသူ။
a bad lot	idm	လူဆိုးလူေတ။
a bag/ bundle of nerves	idm	တုန္လႈပ္ေခ်ာက္ခ်ားျခင္း။ ဒူးတုန္ျခင္း။
a bald head	n	ထိပ္ေျပာင္။
a baptism of fire	idm	စ၌ အိုးနင္းခြက္နင္း ျဖစ္ျခင္း၊ အခက္အခဲၾကံဳျခင္း။
a barber-shop quartet.	adj	အတီးမပါ အမ်ိဳးသားေလးေယာက္တဲြအဆို။
a barrage of gunfire	n	တရစပ္စုျပံဳပစ္ခတ္ျခင္း။
a barren fruit	n	ဖိုေသာအပင္။
a barren woman	n	ျမံဳေသာမိန္းမ။
a big cheese	idm	အလြန္အေရးပါေသာ `ပုတ္ကိုယ္ၾကီး´။ အေကာင္။
a big fish	idm	ေနရာကြက္ကြက္ ကေလးမွာ ဩဇာရိွသူ။
a big name	idm	အေရးပါ ေသာပုဂၢိဳလ္။ ၾကီးၾကီးမာစတာ။
a big noise	idm	အေရးပါ ေသာပုဂၢိဳလ္။ ၾကီးၾကီးမာစတာ။
a big shot	idm	အေရးပါ ေသာပုဂၢိဳလ္။ ၾကီးၾကီးမာစတာ။
a can of worms	idm	ျပႆနာ ဖန္တီးသည္။ ပ်ားတူအံု တုတ္ႏွင့္ထိုးသည္။
a change of heart	idm	အေကာင္းဘက္သို႔) စိတ္သေဘာ ထားေျပာင္းလဲမႈ။
a clean sheet/slate	idm	ဘဝသစ္။ က႑သစ္။
a close call/shave	idm	သီသီကေလး လြတ္ျခင္း။
a closed book	idm	နကန္းတစ္လံုးမွ် မသေသာ ဘာသာရပ္။
a cordial smile handshake.cordiality	n	အခ်ိဳရည္။ အေဖ်ာ္ရည္။
a crashing bore	idm	အင္မတန္ ျငီးေငြ႔စရာ ေကာင္းတဲ့ လူ။
a damp squib	idm	အဖ်ားရႉးသြားေသာ ျဖစ္ရပ္။
a devil of a sth	idm	ခက္ေသာ၊ အလြန္လက္ဝင္ ေသာ ကိစၥ။
a fact of life	idm	ေလာကတံတြာ ဓမၼတာ တရား။
a going concern	idm	လုပ္ေပ်ာ္ေသာလုပ္ငန္း။
a hard/tough nut (to crack)	IDM(infml)	ခက္ခေသာ ျပႆနာ ။ ေခါင္းမာသူ ။ 
a heart of stone	idm	အသည္းမာျခင္း။အသနားအၾကင္နာမဲ့သည့္စိတ္။
a home from home; a home away from home	idm	ကိုယ္႔အိမ္ကိုယ္႔ရာလိုေနရာ။
a hostage to fortune	idm	မ်က္စေအာက္ကအေပ်ာက္မခံႏိုင္ေသာသူ၊အရာ။ဥအသက္။
a knotty problem	n	ရုပ္ေထြးေသာ ျပႆနာ။
à la carte	adj	(စားေသာက္ဆိုင္တြင္) စားဖြယ္ စာရင္းမွ ေရြးခ်ယ္မွာယူရေသာ (တစ္နပ္စာ)။
à la carte	adv	(စားေသာက္ဆိုင္တြင္) စားဖြယ္ စာရင္းမွ ေရြးခ်ယ္မွာယူရေသာ (တစ္နပ္စာ)။
à la mode	adj	ေခတ္မီ [ေသာ]။ (US) ေရခဲမုန္႔တဲြလ်က္။
à la mode	adv	ေခတ္မီ [ေသာ]။ (US) ေရခဲမုန္႔တဲြလ်က္။
a lacquered table	n	ယြန္းစားပဲြ။
A level	n	(advanced level) (ျဗိတိန္တြင္) GCSE ထက္ အဆင့္ျမင့္၍ တကၠသိုလ္အခ်ိဳ႕က တကၠသိုလ္ဝင္ စာေမးပဲြ အျဖစ္ အသိအမွတ္ျပဳထားေသာ ပညာရည္ သတ္မွတ္ခ်က္။
a likely story	idm	မယံုႏိုင္စရာပဲ။
a lone wolf	idm	တစ္ကိုယ္ေတာ္သမား။
a long face	idm	မ်က္ႏွာေသ။ မ်က္စိသငယ္နားသငယ္။
a long shot	idm	ကံစြပ္ကံညားစြန္႔ရမည့္ ကိစၥ။
a losing battle	idm	လႈပ္ေလျမဳပ္ေလ အေျခအေန။
a lot, lots	pron	အမ်ားၾကီး။ အမ်ားအျပား။ တစ္ပံု တစ္ေခါင္းၾကီး။ H A
a lot, lots	adv	မ်ားစြာ။ အမ်ားၾကီး။ အမ်ားၾကီး။ မ်ားစြာ။ မၾကာမၾကာ။
a lot, lots	n	အစု။ အသိုက္။ အသုတ္။ အပံု။ ၁ (ေလလံတင္သည့္) ပစၥည္း၊ အစု၊ အတဲြ။ အကြက္။ ကြက္လပ္။ ကုသိုလ္ကံ။ ၾကမၼာ။
a lump in ones	idm	ရင္နင့္ သည္။
a man about town	idm	ျမိဳ႕အသိုင္းအဝိုင္းႏွင့္ဝင္ဆံ့သူ။
a man of God	idm	ခရစ္ယာန္ဘုန္းေတာ္ၾကီး။
a man's man	idm	ေယာက္်ားအခ်င္းခ်င္းပင္ေလးစားေလာက္သူ။
a means tan end	idm	ရည္မွန္းခ်က္ျပည့္ေစေသာနည္းလမ္း။
a meeting of minds	idm	အျမင္ခ်င္းတူျခင္း။ စိတ္သေဘာခ်င္းတိုက္ဆိုင္မႈ။
a millstone round one's/ sb's neck	idm	ေျဖရွင္းရန္မလြယ္သည့္ျပႆနာ။ လည္ေထာက္။ ပင္းသကား။
a mine of information	idm	ႏွင့္ပတ္သက္၍ဗဟုသုတဟင္းေလးအိုး။
a mite	adv	နည္းနည္း။ အနည္းငယ္မွ်။
a mug's game	idm	မိုက္မဲမႈ။
a nail in sb's/sth's coffin	idm	မျပန္လမ္းသို႔ ပို႔လိုက္ ေသာ အရာ။ နိဂံုးခ်ဳပ္ေစေသာအရာ။
a nasty piece of work	idm	ေပါင္းရသင္းရ မေကာင္းေသာသူ။ မယံုၾကည္ရေသာသူ။
a necessary evil	IDM	မခ်စ္ေသာ္လည္း ေအာင့္ကာ နမ္းရေသာ ကိစၥ ။
a new lease on life	idm	တစ္ေသြးတစ္ေမြး။
a night out	IDM	ညထြက္လည္ျခင္း ။
a nod as good as a wink (to a bling horse / man )	IDM (sayin	အရိပ္ျပ အေကာင္ထင္သည္  ။ 
a pain in the arse	idm	ျဂိဳဟ္ေကာင္။
a policy of appeasement	idm	ေရႊျပည္ေအးဝါဒ။
a posteriori	adj	အက်ိဳးတရားမွသည္ ေနာက္ ေၾကာင္းျပန္ အေၾကာင္းတရား ဆင္ျခင္ေဖာ္ထုတ္ေသာ။
a posteriori	adv	ေနာက္ေၾကာင္းျပန္ သံုးသပ္လ်က္။
a priori	adv	ဒိဋႆဌသိျမင္ရေသာ အေၾကာင္းမွ အက်ိဳးျဖစ္မႈကို ဆင္ျခင္ေဖာ္ထုတ္ေသာ၊ လ်က္။ (သာဓကအားျဖင့္ ̏သူတို႔ တစ္ေန့လံုး လမ္းေလွ်ာက္ၾကရတဲ့အတြက္ ဆာေလာင္ ေနၾကမွာပဲ˝ဟု သံုးသပ္ျခင္း)။
a priori	adj	ဒိဋႆဌသိျမင္ရေသာ အေၾကာင္းမွ အက်ိဳးျဖစ္မႈကို ဆင္ျခင္ေဖာ္ထုတ္ေသာ၊ လ်က္။ (သာဓကအားျဖင့္ ̏သူတို႔ တစ္ေန့လံုး လမ္းေလွ်ာက္ၾကရတဲ့အတြက္ ဆာေလာင္ ေနၾကမွာပဲ˝ဟု သံုးသပ္ျခင္း)။
a sofa that is convertible convertible currencies .convertibility	n	ေခါက္အမိုးကား။
a walk of life	idm	လူ႔အလႊာ။
a way	idm	အတန္အသင့္။အေတာ္အသင့္။
A-bomb	n	အဏုျမဴဗံုး။
A-road	n	အျမန္ေမာင္းလမ္းမၾကီးေအာက္အဆင့္ ရိွေသာ အဓိကလမ္းမ။ (B လမ္းမထက္ ပိုက်ယ္၍ ေျဖာင့္ျဖဴးသည္။)
a/the hair of the dog	idm	အမူးေျပေအာင္မ်က္ႏွာသစ္သည့္အရက္။
a/the hair of the dog	adj	အသည္းထိတ္ဖြယ္ေကာင္းေသာ။
aback	adv	(စိတ္ပ်က္) အံအားသင့္သြားသည္
abacus	n	ေပသီးတြက္ခံု
abacuses	n[pl]	ေပသီးမ်ား
abaft	adv	သေဘာ၏ပဲ့ဘက္သို႔။ပဲ့ဘက္တြင္။
abandon	v	စြန္႔ခြာသည္။ ပယ္ခြာသည္။ ပစ္ထားသည္။ စြန္႔ပစ္သည္။ ပစ္ပယ္သည္။ စြန္႔လႊတ္သည္။ စြန္႔သည္။ ဖ်က္(သိမ္း)သည္။ (ဟန္)မေဆာင္ (ေတာ႔)။
abandon	n	စိတ္လြတ္လက္လြတ္
abandoned	adj	အရွက္မရိွေသာ။ လြတ္(ေသာ)။
abandoned	v[pt]	စြန္႔လႊတ္ခဲ့
abandoned	v[pp]	စြန္႔လႊတ္ခဲ့ျပီး
abandoning	v[ing]	စြန္႔လႊတ္ေန
abandonment	n	လက္လႊတ္လိုက္(ျခင္း)။ ပစ္ပယ္လိုက္ျခင္း။ အထီး က်န္ျခင္း။
abandons	v[sg]	စြန္႔လႊတ္
abase	v	နစ္နာေစသည္။ ႏွစ္သည္။ အညြန္႔ခ်ိဳးသည္။
abashed	adj	အေနခက္(ေသာ)။ ရွက္(ေသာ)။
abate	v	စဲသည္။ ေလ်ာ႔သည္။
abattoir	n	သားသတ္ရံု။
abattoirs	n[pl]	သားသတ္ရံုမ်ား
abbe	n	ျပင္သစ္ဘုန္းေတာ္ၾကီး။
abbess	n	(သီလရွင္ေက်ာင္းတိုက္) ဆရာၾကီး။
abbey	n	(ခရစ္ယာန္) ေက်ာင္းတိုက္။ ေက်ာင္းတိုက္ေဟာင္း။
abbot	n	(ခရစ္ယာန္) ေက်ာင္းထိုင္ဘုန္းၾကီး။ ေက်ာင္းတိုက္ ဆရာေတာ္။
abbots	n[pl]	ေက်ာင္းထိုင္ဆရာေတာ္မ်ား
abbr.	n	(ပုဒ္၊ ပုဒ္စုကို) အတိုခ်ံဳးသည္။ အက်ဉ္းခ်ံဳးသည္။
abbreviate	n	(ပုဒ္၊ ပုဒ္စုကို) အတိုခ်ံဳးသည္။ အက်ဉ္းခ်ံဳးသည္။
abbreviate	v	အက်ဉ္းခ်ံဳး
abbreviated	v[pt]	အက်ဉ္းခ်ံဳးခဲ့
abbreviated	v[pp]	အက်ဉ္းခ်ံဳးခဲ့ျပီး
abbreviates	v[sg]	အက်ဉ္းခ်ံဳး
abbreviating	v[ing]	အက်ဉ္းခ်ံဳးေန
abbreviation	n	ခ်ံဳ႕ျခင္း။
abbreviations	n[pl]	အက်ဉ္းခ်ံဳးမ်ား
ABC	n	ေအ၊ ဘီ၊ စီ စေသာ အဂၤလိပ္ အကၡရာ။ ဘာသာရပ္တစ္ရပ္၏ အျခခံ၊ ကၾကီးေရးက။
abc	IDM	လြယ္လြယ္ကေလးပဲ။
abdicate	v	နန္းစြန္႔သည္။ ဥေပကၡာျပဳသည္။ လ်စ္လ်ဴရႈသည္။
abdication	n	အလိုအေလ်ာက္ ရာထူးစြန္႔လႊတ္ျခင္း။
abdomen	n	ဝမ္းဗိုက္။ ဝမ္း။
abdominal	adj	ဝမ္းဗိုက္ပိုင္း။
abduct	v	အဓမၼေခၚေဆာင္သည္။ ျဖားေယာင္းသည္။ လူခိုးမႈက်ဴးလြန္သည္။ ျပန္ေပးဆဲြသည္။
abducted	v[pt]	အဓမၼေခၚေဆာင္ခဲ့
abducted	v[pp]	အဓမၼေခၚေဆာင္ခဲ့ျပီး
abducting	v[ing]	အဓမၼေခၚေဆာင္ေန
abduction	n	အဓမၼ ေသြးေဆာင္ျခင္း။ လူခိုးမႈ။
abductions	n[pl]	ေသြးေဆာင္ဆြေခၚျခင္းမ်ား
abducts	v[sg]	အဓမၼေခၚေဆာင္
abeam	adv	သေဘၤာ ၊ေလွ အကန္႔မ်ားေပၚတြင္။သေဘၤာ၊ေလယာဉ္ ႏွင့္ေထာင့္မွန္က်ေသာ ေဘးတိုက္တန္းတန္းအရပ္တြင္။
abed	adv	အိပ္ရာထဲတြင္။
aberrant	adj	ေဖာက္ျပန္ေသာ။ မူမမွန္ေသာ။
aberration	n	ေဖာက္ျပန္မႈ။
abet	v	(မေကာင္းမႈက်ဴးလြန္ရာ၌) အားေပးကူညီသည္။
abettor	n	(မေကာင္းမႈက်ဴးလြန္ရာ၌) အားေပးကူညီသူ။
abettors	n[pl]	အားေပးကူညီသူမ်ား
abeyance	n	ဆိုင္းငံ့ထားျခင္း။ မက်င့္သံုးျခင္း။ ဥေပကၡာျပဳမႈ။
abhor	v	စက္ဆုပ္သည္။ ရံြမုန္းသည္။
abhorrence	n	ရံြရွာျခင္း။
abhorrent	adj	စက္ဆုပ္(ေသာ)။ ရံြရွာ(ေသာ)။
abide	v	သည္းခံသည္။ ေနသည္။
abiding	adj	ခိုင္မာေသာ။ စဲြျမေသာ။ မေဖ်ာက္ဖ်က္ႏိုင္ေသာ။
abilities	n[pl]	စြမ္းရည္မ်ား
ability	n	အစြမ္း၊ စြမ္းရည္။ စြမ္းပကား။ တတ္ႏိုင္စြမ္း။ တတ္ကြ်မ္းမႈ။ အရည္အခ်င္း။
abject	adj	ဆိုးရြားေသာ။ ကမ္းကုန္ေသာ။ တြင္းဆံုးက်ေသာ။ ခြ်တ္ျခံဳက်ေသာ။ သိကၡာမဲ့ေသာ။ အဖတ္ဆယ္မရေအာင္ (ျဖစ္ေသာ)။
abjectly	adv	လက္မိႈင္ခ်လ်က္။
abjure	v	(ပိုင္ခြင့္၊ ခံယူခ်က္ စသည္) စြန္႔ပယ္သည္။ စြန္႔သည္။ ျငင္းပယ္သည္။
ablaze	adj	ေတာက္ေလာင္(ေသာ)။ ဟုန္းဟုန္း ေတာက္(ေသာ)။ ထိန္လင္း (ေသာ)။ ေတာက္ပ(ေသာ)။ လွ်မ္း(ေသာ)။
able	adj	ႏိုင္ (ေသာ)။ ပိုင္ႏိုင္ေသာ။ ကြ်မ္းက်င္ေသာ။ ေတာ္ေသာ။
able man	n	ကြ်မ္းက်င္ပညာရွင္။ လိုအပ္ေသာအရည္အေသြး ျပည့္ဝသူ။
able seaman	n	(ေရတပ္) တပ္သားေက်ာ္။
able-bodied	adj	က်န္းမာသန္စြမ္းေသာ။
abler	adj[com]	ပို၍ကြ်မ္းက်င္
ablest	adj[sup]	အကြ်မ္းက်င္ဆံုး
ablution	n	ကိုယ္လက္ေဆးေၾကာျခင္း။ ေရကိုင္ျခင္း။ ကိုယ္လက္သန္႔စင္ခန္း (ျဗိတိသွ်အသံုး)။
ably	adv	ပိုင္ႏိုင္စြာ။
abnegate	v	ပစ္ပယ္သည္။စြန္႔လႊတ္သည္။
abnegation	n	ဖယ္ၾကဉ္ျခင္း။ စြန္႔ပယ္ ျခင္း။
abnomal	adj	ပံုမွန္မဟုတ္ေသာ။ မူမမွန္ေသာ။ ေဖာက္ျပန္ေသာ။
abnormality	n	ပံုမွန္မဟုတ္ျခင္း၊ မူမမွန္ျခင္း။
abnormally	adv	ထူးထူး ကဲကဲ။ အဆမတန္။
aboard	adv	(ယဉ္) ေပၚသို႔။ ေပၚတြင္။ ေပၚ၌။
abode	n	ေနအိမ္။ အိမ္။ ဘံုဗိမာန္။
abolish	v	ဖ်က္သိမ္းသည္။ ရုပ္သိမ္းသည္။
abolished	v[pt]	ဖ်က္သိမ္းခဲ့
abolished	v[pp]	ဖ်က္သိမ္းခဲ့ျပီး
abolishes	v[sg]	ဖ်က္သိမ္း
abolishing	v[ing]	ဖ်က္သိမ္းေန
abolition	n	ဖ်က္သိမ္းျခင္း။
abolitionist	n	ဖ်က္သိမ္းေရးဝါဒီ။
abominable	adj	စက္ဆုပ္ဖြယ္ (ေကာင္းေသာ)။ မသတီစရာ။ ဆိုးရြားေသာ။ ခ်ာေသာ။ ညံ့ေသာ။ စုတ္ပဲ့ေသာ။
abominably	adv	မေကာင္း တေရာင္း။ ျဖစ္ကတတ္ဆန္း။ ဆိုးဆိုးရြားရြား။
abominate	v	စက္ဆုပ္ရံြရွာသည္။
abomination	n	မ်က္စေနာက္စရာ။ (စိတ္)မေကာင္စရာ။ ေအာ႔ႏွလံုး နာစရာ။
aboriginal	n	ေရွးတိုင္းရင္း။ ေရွးတိုင္ရင္းသားတို႔၏။ (ဩစေၾတးလ်) ေရွးလူမ်ိဳး။
aborigine	n	(အထူသျဖင့္ ဩစေၾတးလ်တြင္) ကနဦးေနထိုင္ခဲ့ေသာ လူမ်ိဳး။ ေရွးတီမဆြ တိုင္းရင္းသား။ ေရွးလူမ်ိဳး။
abort	v	ကိုဝန္ဖ်က္သည္။ သားေလွ်ာသည္။ ကိုဝန္ပ်က္သည္။ ဖ်က္သိမ္းသည္။
aborted	v[pt]	ကိုယ္ဝန္ဖ်က္ခဲ့
aborted	v[pp]	ကိုယ္ဝန္ဖ်က္ခဲ့ျပီး
aborting	v[ing]	ကိုယ္ဝန္ဖ်က္ေန
abortion	n	ကိုဝန္ဖ်က္မႈလုပ္ရပ္။ ကိုဝန္ဖ်က္မႈ။ ကိုဝန္ဖ်က္ခ် (ျခင္း)။
abortionist	n	(တရားမဝင္) ကိုဝန္ ဖ်က္ခ်ေပးသူ။
abortions	n[pl]	ကိုယ္ဝန္ဖ်က္က်ျခင္းမ်ား
abortive	adj	မေအာင္ျမင္ေသာ။
aborts	v[sg]	ကိုယ္ဝန္ဖ်က္
abound	v	ေပါသည္။ လိႈင္သည္။ ျပည့္လွ်ံသည္။ ဆူေဝသည္။ ျပည့္ႏွက္သည္။
about	adv	ခန္႔။ ေလာက္။ သေလာက္။ (သည္းခံ ဆို) ႏိုင္ရံုတစ္မည္။ ထိုထိုဤဤ။ ဟိုဟိုသည္သည္။ ဟိုမွာသည္မွာ။ မေရမရာ။ ဟိုလိုလိုသည္လိုလို။ လတ္လ်ား လတ္လ်ား။ ဝန္းက်င္တြင္။ အနီးအနားတြင္။ ေနရာအႏံွ႕အျပားတြင္ (ျဖစ္ေပါသည္၊ ေပၚေပါက္သည္)။ ေနာက္ျပန္။ ေနာက္။ မူမွန္မွ ဆန္႔က်င္လ်က္။
about	prep	ႏွင့္ပတ္သက္ေသာ
above	adv	အထက္တြင္။ အေပၚတြင္။ အေပၚမွာ။ အေပၚက။ အထက္။ ေရွ႕တြင္။ မိုးေပၚ(က)။ (ေကာင္းလြန္းေတာ္လြန္း၍) ေအာက္တန္းမက်။ မတူမတန္။ မာနမထားတတ္။ ကင္းရွင္း လ်က္။ လက္လွမ္း မမီ။ (ဆူညံသံမ်ားကို) ေက်ာ္၍။ (ျမစ္)အထက္ဘက္တြင္။
above	prep	အထက္
above all	idm	အျဖစ္ခ်င္ဆံုး။ အလိုခ်င္ဆံုး။ အေတာင့္တ ဆံုး(စသည္)။
above mentioned	adv	အထက္တြင္ေဖာ္ျပပါ။
above oneself	idm	ဘဝင္ျမင့္သည္။ ေသြး နားထင္ ေရာက္သည္။ ေအာက္ေျခလြတ္သည္။
aboveboard	adv	ရိုးသားစြာ။
abracadabra	n	မ်က္လွည့္ ျပကြက္ တစ္ခုေအာင္ျမင္ေစရန္ဟူ၍ မ်က္လွည့္ဆရာက ေရရြတ္ေသာ စကား။ ဥံုဖြ။
abrade	v	ပြတ္၍၊ ျခစ္၍ မ်က္ႏွာျပင္ကို ပြန္းပဲ့ ၾကမ္းေထာ္ေစသည္။
abrasion	n	ပြန္းပဲ့ဒဏ္။ ပြန္းပဲ့ဒဏ္ရာ။
abrasive	adj	ေကာ္ဖတ္ စသည္ကဲ့သို႔ ပြတ္တိုက္ ရေသာ၊ ပြန္းရွတတ္ေသာ။ ခက္ထန္ၾကမ္းတမ္းေသာ။
abrasiveness	n	ပြတ္တိုက္ရန္ပစၥည္း။
abreast	adv	ရင္ေပါင္တန္း။
abridge	v	အက်ဉ္းခ်ံဳးသည္။ အက်ဉ္းခ်ဳပ္သည္။
abridgement	n	က်မ္းအက်ဉ္း။ သံခိပ္က်မ္း။ အက်ဉ္းခ်ဳပ္။
abroad	adv	ႏိုင္ငံရပ္ျခား။ ျပည္ပ (သို႔၊ တြင္၊ မွ)။ (သတင္း) ျဖစ္လ်က္၊ ျပန္႔လ်က္၊ ေျပးလ်က္။ အိမ္ျပင္။
abrogate	v	ပယ္ဖ်က္သည္။
abrogation	n	ပယ္ဖ်က္ျခင္း။
